geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL,subgroep,sample,sd
Nederland,Vrouwen,Marokko,Totaal,0% - 20%,c00_infant_mortality,6604,1.09024833434282,25.6481669806123,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Marokko',child_mortality,0.10303768790976
Nederland,Vrouwen,Marokko,Totaal,20% - 40%,c00_infant_mortality,6604,0.772259236826166,37.5367383722492,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Marokko',child_mortality,0.0874178824875592
Nederland,Vrouwen,Marokko,Totaal,40% - 60%,c00_infant_mortality,6603,0.87836572875943,51.8820620463742,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Marokko',child_mortality,0.0930956354578537
Nederland,Vrouwen,Marokko,Totaal,60% - 80%,c00_infant_mortality,6600,0.772727272727273,68.9214698999923,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Marokko',child_mortality,0.0867422314685501
Nederland,Vrouwen,Marokko,Totaal,80% - 100%,c00_infant_mortality,6600,0.696969696969697,108.394957003292,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Marokko',child_mortality,0.082383045995713
Nederland,Vrouwen,Marokko,Tweeoudergezin,0% - 20%,c00_infant_mortality,5844,1.02669404517454,27.3479215575586,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Marokko' & type_hh == 'two parents',child_mortality,0.0994637012812501
Nederland,Vrouwen,Marokko,Tweeoudergezin,20% - 40%,c00_infant_mortality,5844,0.66735112936345,40.3197378626304,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Marokko' & type_hh == 'two parents',child_mortality,0.081425499022444
Nederland,Vrouwen,Marokko,Tweeoudergezin,40% - 60%,c00_infant_mortality,5840,0.856164383561644,54.71435069612,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Marokko' & type_hh == 'two parents',child_mortality,0.0910557718301439
Nederland,Vrouwen,Marokko,Tweeoudergezin,60% - 80%,c00_infant_mortality,5840,0.821917808219178,71.4369571279937,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Marokko' & type_hh == 'two parents',child_mortality,0.0902019533354925
Nederland,Vrouwen,Marokko,Tweeoudergezin,80% - 100%,c00_infant_mortality,5840,0.702054794520548,111.06185608986,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Marokko' & type_hh == 'two parents',child_mortality,0.0826872936839547
Nederland,Vrouwen,Suriname,Totaal,0% - 20%,c00_infant_mortality,4316,1.20481927710843,23.253333403539,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname',child_mortality,0.108413587894219
Nederland,Vrouwen,Suriname,Totaal,20% - 40%,c00_infant_mortality,4316,0.903614457831325,39.4538958175136,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname',child_mortality,0.0929775361223835
Nederland,Vrouwen,Suriname,Totaal,40% - 60%,c00_infant_mortality,4316,0.834105653382762,58.8561307816452,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname',child_mortality,0.0902521788482797
Nederland,Vrouwen,Suriname,Totaal,60% - 80%,c00_infant_mortality,4316,0.67191844300278,81.6039079796682,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname',child_mortality,0.0799643437263556
Nederland,Vrouwen,Suriname,Totaal,80% - 100%,c00_infant_mortality,4315,0.509817205170045,133.162743976058,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname',child_mortality,0.0708733900198141
Nederland,Vrouwen,Suriname,Eenoudergezin,0% - 20%,c00_infant_mortality,1476,0.813008130081301,18.8620842929864,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname' & type_hh == 'single parent',child_mortality,0.0881835342304003
Nederland,Vrouwen,Suriname,Eenoudergezin,20% - 40%,c00_infant_mortality,1474,0.949982325910216,27.7452879891426,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname' & type_hh == 'single parent',child_mortality,0.0957951703421088
Nederland,Vrouwen,Suriname,Eenoudergezin,40% - 60%,c00_infant_mortality,1472,0.747282608695652,35.2244614704033,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname' & type_hh == 'single parent',child_mortality,0.0833523755752423
Nederland,Vrouwen,Suriname,Eenoudergezin,60% - 80%,c00_infant_mortality,1472,0.747282608695652,48.1625772557723,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname' & type_hh == 'single parent',child_mortality,0.0815463080495756
Nederland,Vrouwen,Suriname,Eenoudergezin,80% - 100%,c00_infant_mortality,1472,0.883152173913043,83.5038798932096,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname' & type_hh == 'single parent',child_mortality,0.0904819974462527
Nederland,Vrouwen,Suriname,Tweeoudergezin,0% - 20%,c00_infant_mortality,2812,1.06685633001422,31.6447412490525,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname' & type_hh == 'two parents',child_mortality,0.100755568440333
Nederland,Vrouwen,Suriname,Tweeoudergezin,20% - 40%,c00_infant_mortality,2812,0.711237553342817,55.4099024455182,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname' & type_hh == 'two parents',child_mortality,0.082684932934469
Nederland,Vrouwen,Suriname,Tweeoudergezin,40% - 60%,c00_infant_mortality,2812,0.604551920341394,74.0530550439498,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname' & type_hh == 'two parents',child_mortality,0.0761797749991677
Nederland,Vrouwen,Suriname,Tweeoudergezin,60% - 80%,c00_infant_mortality,2812,0.675675675675676,94.5205410247621,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname' & type_hh == 'two parents',child_mortality,0.0816722766792977
Nederland,Vrouwen,Suriname,Tweeoudergezin,80% - 100%,c00_infant_mortality,2809,0.391535259956313,146.82150899223,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Suriname' & type_hh == 'two parents',child_mortality,0.0618061833658201
Nederland,Vrouwen,Overig,Totaal,0% - 20%,c00_infant_mortality,27764,0.90765019449647,24.0633041316347,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig',child_mortality,0.0948094498322202
Nederland,Vrouwen,Overig,Totaal,20% - 40%,c00_infant_mortality,27764,0.705950151275032,43.609494871638,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig',child_mortality,0.0832907957774277
Nederland,Vrouwen,Overig,Totaal,40% - 60%,c00_infant_mortality,27764,0.518657253997983,65.5328849433591,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig',child_mortality,0.0717606790828945
Nederland,Vrouwen,Overig,Totaal,60% - 80%,c00_infant_mortality,27762,0.47907029898357,91.3680147716806,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig',child_mortality,0.0690250699038356
Nederland,Vrouwen,Overig,Totaal,80% - 100%,c00_infant_mortality,27760,0.410662824207493,162.43566499402,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig',child_mortality,0.0638233110078203
Nederland,Vrouwen,Overig,Eenoudergezin,0% - 20%,c00_infant_mortality,3724,0.75187969924812,16.6310000002437,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig' & type_hh == 'single parent',child_mortality,0.0848246739894985
Nederland,Vrouwen,Overig,Eenoudergezin,20% - 40%,c00_infant_mortality,3724,0.778732545649839,25.2233632457238,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig' & type_hh == 'single parent',child_mortality,0.0862103677819152
Nederland,Vrouwen,Overig,Eenoudergezin,40% - 60%,c00_infant_mortality,3724,0.912996777658432,30.0323291760067,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig' & type_hh == 'single parent',child_mortality,0.0940300173129517
Nederland,Vrouwen,Overig,Eenoudergezin,60% - 80%,c00_infant_mortality,3724,0.590762620837809,41.5780334989388,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig' & type_hh == 'single parent',child_mortality,0.0755605303988562
Nederland,Vrouwen,Overig,Eenoudergezin,80% - 100%,c00_infant_mortality,3724,0.295381310418904,85.4062460709203,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig' & type_hh == 'single parent',child_mortality,0.0524952048569667
Nederland,Vrouwen,Overig,Tweeoudergezin,0% - 20%,c00_infant_mortality,23872,0.871313672922252,28.2219951769166,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig' & type_hh == 'two parents',child_mortality,0.0928172064698475
Nederland,Vrouwen,Overig,Tweeoudergezin,20% - 40%,c00_infant_mortality,23872,0.573894101876676,51.1462204009994,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig' & type_hh == 'two parents',child_mortality,0.0754454502358164
Nederland,Vrouwen,Overig,Tweeoudergezin,40% - 60%,c00_infant_mortality,23872,0.536193029490617,71.9179203975415,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig' & type_hh == 'two parents',child_mortality,0.072864036114816
Nederland,Vrouwen,Overig,Tweeoudergezin,60% - 80%,c00_infant_mortality,23872,0.456601876675603,97.0454054033191,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig' & type_hh == 'two parents',child_mortality,0.0671454339524853
Nederland,Vrouwen,Overig,Tweeoudergezin,80% - 100%,c00_infant_mortality,23869,0.414767256550887,169.425793416615,Totaal,5,NA,geslacht == 'Vrouwen' & migration_third == 'Overig' & type_hh == 'two parents',child_mortality,0.0637538153012029
Nederland,Vrouwen,Wel migratieachtergrond,Totaal,0% - 20%,c00_infant_mortality,46236,0.95812786573233,24.0265982478723,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1,child_mortality,0.0973754830955691
Nederland,Vrouwen,Wel migratieachtergrond,Totaal,20% - 40%,c00_infant_mortality,46236,0.733194913054763,40.7759939298532,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1,child_mortality,0.0851855001169016
Nederland,Vrouwen,Wel migratieachtergrond,Totaal,40% - 60%,c00_infant_mortality,46233,0.635906328645376,60.0401169292611,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1,child_mortality,0.0793277787557677
Nederland,Vrouwen,Wel migratieachtergrond,Totaal,60% - 80%,c00_infant_mortality,46232,0.588337082540232,83.2292519242534,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1,child_mortality,0.0764565909029471
Nederland,Vrouwen,Wel migratieachtergrond,Totaal,80% - 100%,c00_infant_mortality,46232,0.46071984772452,146.697600425505,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1,child_mortality,0.0674983435608538
Nederland,Vrouwen,Wel migratieachtergrond,Eenoudergezin,0% - 20%,c00_infant_mortality,7276,0.68719076415613,17.3062581245712,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1 & type_hh == 'single parent',child_mortality,0.0822050456743614
Nederland,Vrouwen,Wel migratieachtergrond,Eenoudergezin,20% - 40%,c00_infant_mortality,7274,0.866140077449196,25.9496607669713,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1 & type_hh == 'single parent',child_mortality,0.0921749569265776
Nederland,Vrouwen,Wel migratieachtergrond,Eenoudergezin,40% - 60%,c00_infant_mortality,7272,0.88008800880088,31.1880676294662,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1 & type_hh == 'single parent',child_mortality,0.0925963812572304
Nederland,Vrouwen,Wel migratieachtergrond,Eenoudergezin,60% - 80%,c00_infant_mortality,7272,0.632563256325633,42.8211958573089,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1 & type_hh == 'single parent',child_mortality,0.0792847195465371
Nederland,Vrouwen,Wel migratieachtergrond,Eenoudergezin,80% - 100%,c00_infant_mortality,7272,0.453795379537954,81.1716647692864,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1 & type_hh == 'single parent',child_mortality,0.0664718296701903
Nederland,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,0% - 20%,c00_infant_mortality,38708,0.88095484137646,27.8233059740202,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1 & type_hh == 'two parents',child_mortality,0.0931524664872433
Nederland,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,20% - 40%,c00_infant_mortality,38708,0.684612999896662,47.7544219519579,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1 & type_hh == 'two parents',child_mortality,0.0824414953318803
Nederland,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,40% - 60%,c00_infant_mortality,38708,0.581275188591506,66.4322195530404,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1 & type_hh == 'two parents',child_mortality,0.0759746830300191
Nederland,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,60% - 80%,c00_infant_mortality,38708,0.578691743308877,89.1826960236332,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1 & type_hh == 'two parents',child_mortality,0.0757760672411679
Nederland,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,80% - 100%,c00_infant_mortality,38708,0.441769143329544,154.047882642702,Totaal,5,NA,geslacht == 'Vrouwen' & has_migration_background == 1 & type_hh == 'two parents',child_mortality,0.0661816751699952
Nederland,Totaal,Totaal,Totaal,0% - 20%,c00_neonatal_mortality,299244,0.709788667441954,32.398295594293,Totaal,5,NA,NA,child_mortality,0.0838594447172998
Nederland,Totaal,Totaal,Totaal,20% - 40%,c00_neonatal_mortality,299244,0.569100800684391,58.3854116296134,Totaal,5,NA,NA,child_mortality,0.0752090525791057
Nederland,Totaal,Totaal,Totaal,40% - 60%,c00_neonatal_mortality,299244,0.517637780540295,76.784585389206,Totaal,5,NA,NA,child_mortality,0.0717569847368701
Nederland,Totaal,Totaal,Totaal,60% - 80%,c00_neonatal_mortality,299244,0.471855743139378,98.0130524679727,Totaal,5,NA,NA,child_mortality,0.0685092923946994
Nederland,Totaal,Totaal,Totaal,80% - 100%,c00_neonatal_mortality,299241,0.426077900241237,157.500566362886,Totaal,5,NA,NA,child_mortality,0.0651246919919184
Nederland,Totaal,Totaal,Eenoudergezin,0% - 20%,c00_neonatal_mortality,24884,0.502330814981514,18.4070251818469,Totaal,5,NA,type_hh == 'single parent',child_mortality,0.0704898259437555
Nederland,Totaal,Totaal,Eenoudergezin,20% - 40%,c00_neonatal_mortality,24884,0.679151261855007,27.0587176087255,Totaal,5,NA,type_hh == 'single parent',child_mortality,0.0820002488084747
Nederland,Totaal,Totaal,Eenoudergezin,40% - 60%,c00_neonatal_mortality,24884,0.683169908374859,34.2616398653805,Totaal,5,NA,type_hh == 'single parent',child_mortality,0.082155027375849
Nederland,Totaal,Totaal,Eenoudergezin,60% - 80%,c00_neonatal_mortality,24880,0.470257234726688,48.880993225435,Totaal,5,NA,type_hh == 'single parent',child_mortality,0.0683342187596791
Nederland,Totaal,Totaal,Eenoudergezin,80% - 100%,c00_neonatal_mortality,24880,0.42604501607717,94.2775055851678,Totaal,5,NA,type_hh == 'single parent',child_mortality,0.0646466996312996
Nederland,Totaal,Totaal,Tweeoudergezin,0% - 20%,c00_neonatal_mortality,273496,0.638034925556498,37.7639540777643,Totaal,5,NA,type_hh == 'two parents',child_mortality,0.0795585806051053
Nederland,Totaal,Totaal,Tweeoudergezin,20% - 40%,c00_neonatal_mortality,273496,0.542238277707901,62.7248667277242,Totaal,5,NA,type_hh == 'two parents',child_mortality,0.0734309248858179
Nederland,Totaal,Totaal,Tweeoudergezin,40% - 60%,c00_neonatal_mortality,273492,0.491787693972767,79.9289841927407,Totaal,5,NA,type_hh == 'two parents',child_mortality,0.0699420858023068
Nederland,Totaal,Totaal,Tweeoudergezin,60% - 80%,c00_neonatal_mortality,273492,0.475333830605648,100.800730280053,Totaal,5,NA,type_hh == 'two parents',child_mortality,0.0687293948656554
Nederland,Totaal,Totaal,Tweeoudergezin,80% - 100%,c00_neonatal_mortality,273492,0.415734281075863,160.671469480378,Totaal,5,NA,type_hh == 'two parents',child_mortality,0.0643423434691893
Nederland,Totaal,Turkije,Totaal,0% - 20%,c00_neonatal_mortality,10644,0.723412251033446,25.6948435126113,Totaal,5,NA,migration_third == 'Turkije',child_mortality,0.0845160270871721
Nederland,Totaal,Turkije,Totaal,20% - 40%,c00_neonatal_mortality,10644,0.676437429537768,40.4586678893812,Totaal,5,NA,migration_third == 'Turkije',child_mortality,0.0816915058656495
Nederland,Totaal,Turkije,Totaal,40% - 60%,c00_neonatal_mortality,10641,0.573251759613238,54.8593526457378,Totaal,5,NA,migration_third == 'Turkije',child_mortality,0.0753476108384428
Nederland,Totaal,Turkije,Totaal,60% - 80%,c00_neonatal_mortality,10640,0.657894736842105,70.8213999440101,Totaal,5,NA,migration_third == 'Turkije',child_mortality,0.0806135229252223
Nederland,Totaal,Turkije,Totaal,80% - 100%,c00_neonatal_mortality,10640,0.629699248120301,111.46721635438401,Totaal,5,NA,migration_third == 'Turkije',child_mortality,0.0784308506379849
Nederland,Totaal,Turkije,Tweeoudergezin,0% - 20%,c00_neonatal_mortality,9708,0.669550885867326,27.3345071657968,Totaal,5,NA,migration_third == 'Turkije' & type_hh == 'two parents',child_mortality,0.0815412233506729
Nederland,Totaal,Turkije,Tweeoudergezin,20% - 40%,c00_neonatal_mortality,9705,0.700699502131659,42.9388684576518,Totaal,5,NA,migration_third == 'Turkije' & type_hh == 'two parents',child_mortality,0.0824603455196426
Nederland,Totaal,Turkije,Tweeoudergezin,40% - 60%,c00_neonatal_mortality,9704,0.494641384995878,56.9665214862096,Totaal,5,NA,migration_third == 'Turkije' & type_hh == 'two parents',child_mortality,0.0700469353965315
Nederland,Totaal,Turkije,Tweeoudergezin,60% - 80%,c00_neonatal_mortality,9704,0.731657048639736,72.6433409769523,Totaal,5,NA,migration_third == 'Turkije' & type_hh == 'two parents',child_mortality,0.0851853389310641
Nederland,Totaal,Turkije,Tweeoudergezin,80% - 100%,c00_neonatal_mortality,9704,0.607996702390767,113.598803464658,Totaal,5,NA,migration_third == 'Turkije' & type_hh == 'two parents',child_mortality,0.0772785300356897
Nederland,Totaal,Marokko,Totaal,0% - 20%,c00_neonatal_mortality,13518,0.798952282720808,25.6212151634057,Totaal,5,NA,migration_third == 'Marokko',child_mortality,0.0883761805907713
Nederland,Totaal,Marokko,Totaal,20% - 40%,c00_neonatal_mortality,13516,0.70287067179639,37.5429056515507,Totaal,5,NA,migration_third == 'Marokko',child_mortality,0.0826571060803069
Nederland,Totaal,Marokko,Totaal,40% - 60%,c00_neonatal_mortality,13516,0.754661142349808,51.9933752925507,Totaal,5,NA,migration_third == 'Marokko',child_mortality,0.08621612020509
Nederland,Totaal,Marokko,Totaal,60% - 80%,c00_neonatal_mortality,13516,0.732465226398343,69.1738957685923,Totaal,5,NA,migration_third == 'Marokko',child_mortality,0.0850061506060353
Nederland,Totaal,Marokko,Totaal,80% - 100%,c00_neonatal_mortality,13516,0.665877478543948,108.034634707196,Totaal,5,NA,migration_third == 'Marokko',child_mortality,0.0807142408552697
Nederland,Totaal,Marokko,Tweeoudergezin,0% - 20%,c00_neonatal_mortality,11956,0.869856139176982,27.3833243322141,Totaal,5,NA,migration_third == 'Marokko' & type_hh == 'two parents',child_mortality,0.0924846871356658
Nederland,Totaal,Marokko,Tweeoudergezin,20% - 40%,c00_neonatal_mortality,11955,0.58553887681875,40.3731420260825,Totaal,5,NA,migration_third == 'Marokko' & type_hh == 'two parents',child_mortality,0.0761635393317264
Nederland,Totaal,Marokko,Tweeoudergezin,40% - 60%,c00_neonatal_mortality,11952,0.736278447121821,54.8823210691502,Totaal,5,NA,migration_third == 'Marokko' & type_hh == 'two parents',child_mortality,0.084867123143892
Nederland,Totaal,Marokko,Tweeoudergezin,60% - 80%,c00_neonatal_mortality,11952,0.761378848728246,71.6846530110741,Totaal,5,NA,migration_third == 'Marokko' & type_hh == 'two parents',child_mortality,0.0867616153999472
Nederland,Totaal,Marokko,Tweeoudergezin,80% - 100%,c00_neonatal_mortality,11952,0.644243641231593,110.593964762058,Totaal,5,NA,migration_third == 'Marokko' & type_hh == 'two parents',child_mortality,0.0791288080227782
Nederland,Totaal,Suriname,Totaal,0% - 20%,c00_neonatal_mortality,8772,0.900592795257638,23.2905498271486,Totaal,5,NA,migration_third == 'Suriname',child_mortality,0.09434982032476
Nederland,Totaal,Suriname,Totaal,20% - 40%,c00_neonatal_mortality,8772,0.85499316005472,39.54255322636,Totaal,5,NA,migration_third == 'Suriname',child_mortality,0.0914607940527162
Nederland,Totaal,Suriname,Totaal,40% - 60%,c00_neonatal_mortality,8772,0.649794801641587,58.9573724080831,Totaal,5,NA,migration_third == 'Suriname',child_mortality,0.0787766910837568
Nederland,Totaal,Suriname,Totaal,60% - 80%,c00_neonatal_mortality,8772,0.592795257637939,81.4634772066517,Totaal,5,NA,migration_third == 'Suriname',child_mortality,0.0764903569575548
Nederland,Totaal,Suriname,Totaal,80% - 100%,c00_neonatal_mortality,8769,0.501752007881747,132.728542226548,Totaal,5,NA,migration_third == 'Suriname',child_mortality,0.0699934970911909
Nederland,Totaal,Suriname,Eenoudergezin,0% - 20%,c00_neonatal_mortality,2978,0.503671429602367,18.763103087694,Totaal,5,NA,migration_third == 'Suriname' & type_hh == 'single parent',child_mortality,0.0696611748627834
Nederland,Totaal,Suriname,Eenoudergezin,20% - 40%,c00_neonatal_mortality,2976,0.739247311827957,27.595633979399,Totaal,5,NA,migration_third == 'Suriname' & type_hh == 'single parent',child_mortality,0.0847640701024747
Nederland,Totaal,Suriname,Eenoudergezin,40% - 60%,c00_neonatal_mortality,2976,0.739247311827957,34.9849446619706,Totaal,5,NA,migration_third == 'Suriname' & type_hh == 'single parent',child_mortality,0.0852595323278914
Nederland,Totaal,Suriname,Eenoudergezin,60% - 80%,c00_neonatal_mortality,2976,0.604838709677419,47.9286985845718,Totaal,5,NA,migration_third == 'Suriname' & type_hh == 'single parent',child_mortality,0.0750475077366569
Nederland,Totaal,Suriname,Eenoudergezin,80% - 100%,c00_neonatal_mortality,2976,0.806451612903226,83.4625598926848,Totaal,5,NA,migration_third == 'Suriname' & type_hh == 'single parent',child_mortality,0.0881813929794674
Nederland,Totaal,Suriname,Tweeoudergezin,0% - 20%,c00_neonatal_mortality,5728,0.768156424581006,31.9440732894577,Totaal,5,NA,migration_third == 'Suriname' & type_hh == 'two parents',child_mortality,0.0860297250317561
Nederland,Totaal,Suriname,Tweeoudergezin,20% - 40%,c00_neonatal_mortality,5728,0.593575418994413,55.6519961346693,Totaal,5,NA,migration_third == 'Suriname' & type_hh == 'two parents',child_mortality,0.0743092736551715
Nederland,Totaal,Suriname,Tweeoudergezin,40% - 60%,c00_neonatal_mortality,5728,0.418994413407821,73.872336882406,Totaal,5,NA,migration_third == 'Suriname' & type_hh == 'two parents',child_mortality,0.0643883556482534
Nederland,Totaal,Suriname,Tweeoudergezin,60% - 80%,c00_neonatal_mortality,5728,0.645949720670391,94.2679630614333,Totaal,5,NA,migration_third == 'Suriname' & type_hh == 'two parents',child_mortality,0.0792551542982511
Nederland,Totaal,Suriname,Tweeoudergezin,80% - 100%,c00_neonatal_mortality,5724,0.384346610761705,146.019903687094,Totaal,5,NA,migration_third == 'Suriname' & type_hh == 'two parents',child_mortality,0.0607233824506835
Nederland,Totaal,Overig,Totaal,0% - 20%,c00_neonatal_mortality,57136,0.824348921870624,24.0447249563307,Totaal,5,NA,migration_third == 'Overig',child_mortality,0.090407259461126
Nederland,Totaal,Overig,Totaal,20% - 40%,c00_neonatal_mortality,57136,0.591570988518622,43.5588618780311,Totaal,5,NA,migration_third == 'Overig',child_mortality,0.0765624968739654
Nederland,Totaal,Overig,Totaal,40% - 60%,c00_neonatal_mortality,57136,0.486558387006441,65.4592433746771,Totaal,5,NA,migration_third == 'Overig',child_mortality,0.0695629941761097
Nederland,Totaal,Overig,Totaal,60% - 80%,c00_neonatal_mortality,57133,0.392066774260898,91.4272191847225,Totaal,5,NA,migration_third == 'Overig',child_mortality,0.0624067945454768
Nederland,Totaal,Overig,Totaal,80% - 100%,c00_neonatal_mortality,57132,0.343065182384653,162.835038845923,Totaal,5,NA,migration_third == 'Overig',child_mortality,0.0584231488276724
Nederland,Totaal,Overig,Eenoudergezin,0% - 20%,c00_neonatal_mortality,7656,0.535527690700105,16.4777716088017,Totaal,5,NA,migration_third == 'Overig' & type_hh == 'single parent',child_mortality,0.0726302370592747
Nederland,Totaal,Overig,Eenoudergezin,20% - 40%,c00_neonatal_mortality,7656,0.822884012539185,25.1596663726068,Totaal,5,NA,migration_third == 'Overig' & type_hh == 'single parent',child_mortality,0.089660805995693
Nederland,Totaal,Overig,Eenoudergezin,40% - 60%,c00_neonatal_mortality,7653,0.797122585881892,30.1488421770427,Totaal,5,NA,migration_third == 'Overig' & type_hh == 'single parent',child_mortality,0.0878098989171684
Nederland,Totaal,Overig,Eenoudergezin,60% - 80%,c00_neonatal_mortality,7652,0.444328280188186,41.8489666999804,Totaal,5,NA,migration_third == 'Overig' & type_hh == 'single parent',child_mortality,0.0664980258730115
Nederland,Totaal,Overig,Eenoudergezin,80% - 100%,c00_neonatal_mortality,7652,0.313643491897543,87.1838493064947,Totaal,5,NA,migration_third == 'Overig' & type_hh == 'single parent',child_mortality,0.0551201597911507
Nederland,Totaal,Overig,Tweeoudergezin,0% - 20%,c00_neonatal_mortality,49148,0.728412142915276,28.1808534007685,Totaal,5,NA,migration_third == 'Overig' & type_hh == 'two parents',child_mortality,0.0848808222179598
Nederland,Totaal,Overig,Tweeoudergezin,20% - 40%,c00_neonatal_mortality,49148,0.533083747049727,50.9931892318889,Totaal,5,NA,migration_third == 'Overig' & type_hh == 'two parents',child_mortality,0.0726866635613162
Nederland,Totaal,Overig,Tweeoudergezin,40% - 60%,c00_neonatal_mortality,49148,0.465939610970945,71.8009340748361,Totaal,5,NA,migration_third == 'Overig' & type_hh == 'two parents',child_mortality,0.068092209067366
Nederland,Totaal,Overig,Tweeoudergezin,60% - 80%,c00_neonatal_mortality,49144,0.368305388246785,97.1317559005169,Totaal,5,NA,migration_third == 'Overig' & type_hh == 'two parents',child_mortality,0.0604874518320298
Nederland,Totaal,Overig,Tweeoudergezin,80% - 100%,c00_neonatal_mortality,49144,0.335748005860329,169.639346176793,Totaal,5,NA,migration_third == 'Overig' & type_hh == 'two parents',child_mortality,0.0577550067644091
Nederland,Totaal,Wel migratieachtergrond,Totaal,0% - 20%,c00_neonatal_mortality,94968,0.806587482099233,23.9921910376046,Totaal,5,NA,has_migration_background == 1,child_mortality,0.0894431275419671
Nederland,Totaal,Wel migratieachtergrond,Totaal,20% - 40%,c00_neonatal_mortality,94967,0.659175924332468,40.7449913035033,Totaal,5,NA,has_migration_background == 1,child_mortality,0.0808548508676796
Nederland,Totaal,Wel migratieachtergrond,Totaal,40% - 60%,c00_neonatal_mortality,94964,0.581272903416031,60.0549822633332,Totaal,5,NA,has_migration_background == 1,child_mortality,0.076004190539735
Nederland,Totaal,Wel migratieachtergrond,Totaal,60% - 80%,c00_neonatal_mortality,94964,0.510719851733288,83.2370946544263,Totaal,5,NA,has_migration_background == 1,child_mortality,0.0712676527956231
Nederland,Totaal,Wel migratieachtergrond,Totaal,80% - 100%,c00_neonatal_mortality,94964,0.388568299566151,146.938479431587,Totaal,5,NA,has_migration_background == 1,child_mortality,0.0621058809197264
Nederland,Totaal,Wel migratieachtergrond,Eenoudergezin,0% - 20%,c00_neonatal_mortality,14925,0.4690144247826,17.1089824476313,Totaal,5,NA,has_migration_background == 1 & type_hh == 'single parent',child_mortality,0.068140347996904
